ogc_fid,id,gridcode,wkb_geometry,climatecode
1627,1627,32,0103000020E6100000010000000C0000000000000000003D4000000000000008C00000000000803C4000000000000008C00000000000803C4000000000000000C00000000000803C40000000000000F8BF0000000000803D40000000000000F8BF0000000000803D40000000000000F0BF0000000000003E40000000000000F0BF0000000000003E4000000000000000C00000000000803D4000000000000000C00000000000803D4000000000000004C00000000000003D4000000000000004C00000000000003D4000000000000008C0,Cfb
1611,1611,14,0103000020E610000001000000050000000000000000804140000000000000F8BF0000000000804140000000000000F0BF0000000000C04140000000000000F0BF0000000000C04140000000000000F8BF0000000000804140000000000000F8BF,Aw
1612,1612,14,0103000020E610000001000000050000000000000000404240000000000000F8BF0000000000004240000000000000F8BF0000000000004240000000000000F0BF0000000000404240000000000000F0BF0000000000404240000000000000F8BF,Aw
1628,1628,27,0103000020E6100000010000000D0000000000000000C041400000000000000CC000000000008041400000000000000CC0000000000080414000000000000004C00000000000C0414000000000000004C00000000000C0414000000000000000C0000000000000424000000000000000C00000000000004240000000000000F8BF0000000000404240000000000000F8BF000000000040424000000000000004C0000000000000424000000000000004C0000000000000424000000000000008C00000000000C0414000000000000008C00000000000C041400000000000000CC0,BSh
1632,1632,27,0103000020E6100000030000002001000000000000008043400000000000000CC000000000004043400000000000000CC0000000000040434000000000000008C0000000000000434000000000000008C0000000000000434000000000000004C0000000000080424000000000000004C0000000000080424000000000000000C00000000000C0424000000000000000C00000000000C04240000000000000F8BF0000000000404340000000000000F8BF000000000040434000000000000000000000000000404340000000000000E03F0000000000804340000000000000E03F0000000000804340000000000000F03F0000000000004340000000000000F03F0000000000004340000000000000F83F0000000000C04240000000000000F83F0000000000C042400000000000000040000000000040424000000000000000400000000000404240000000000000F83F0000000000C04140000000000000F83F0000000000C041400000000000000040000000000080414000000000000000400000000000804140000000000000044000000000004041400000000000000440000000000040414000000000000010400000000000004140000000000000104000000000000041400000000000001640000000000040424000000000000016400000000000404240000000000000144000000000008042400000000000001440000000000080424000000000000012400000000000C0424000000000000012400000000000C042400000000000001040000000000000434000000000000010400000000000404340000000000000104000000000004043400000000000000C400000000000C043400000000000000C400000000000C04340000000000000104000000000000044400000000000001040000000000000444000000000000012400000000000C0434000000000000012400000000000C04340000000000000144000000000004044400000000000001440000000000040444000000000000018400000000000804440000000000000184000000000008044400000000000001A400000000000C044400000000000001A400000000000C044400000000000001C4000000000000045400000000000001C400000000000004540000000000000204000000000008044400000000000002040000000000080444000000000000021400000000000004540000000000000214000000000000045400000000000002240000000000040454000000000000022400000000000804540000000000000224000000000008045400000000000002340000000000080454000000000000024400000000000404540000000000000244000000000004045400000000000002340000000000000454000000000000023400000000000C04440000000000000234000000000008044400000000000002340000000000040444000000000000023400000000000404440000000000000224000000000000044400000000000002240000000000000444000000000000023400000000000004440000000000000264000000000000044400000000000002740000000000000444000000000000028400000000000C0434000000000000028400000000000C0434000000000000029400000000000C043400000000000002A4000000000008043400000000000002A4000000000004043400000000000002A4000000000004043400000000000002B4000000000000043400000000000002B4000000000004042400000000000002B4000000000004042400000000000002A4000000000000042400000000000002A40000000000000424000000000000029400000000000C0414000000000000029400000000000C041400000000000002840000000000080414000000000000028400000000000804140000000000000274000000000004041400000000000002740000000000040414000000000000026400000000000C0404000000000000026400000000000C0404000000000000025400000000000804040000000000000254000000000008040400000000000002440000000000040404000000000000024400000000000404040000000000000234000000000000040400000000000002340000000000000404000000000000022400000000000803F4000000000000022400000000000803F4000000000000020400000000000003E4000000000000020400000000000003E4000000000000021400000000000803D4000000000000021400000000000803D4000000000000022400000000000803C4000000000000022400000000000803C4000000000000023400000000000003B4000000000000023400000000000003B400000000000002440000000000000384000000000000024400000000000003840000000000000254000000000008035400000000000002540000000000080354000000000000026400000000000002F4000000000000026400000000000002F4000000000000025400000000000002D4000000000000025400000000000002D40000000000000264000000000000026400000000000002640000000000000264000000000000027400000000000002340000000000000274000000000000023400000000000002840000000000000204000000000000028400000000000002040000000000000294000000000000018400000000000002940000000000000184000000000000028400000000000000000000000000000284000000000000000000000000000002940000000000000E0BF0000000000002940000000000000E0BF000000000000284000000000000008C0000000000000284000000000000008C0000000000000294000000000000010C0000000000000294000000000000010C00000000000002A4000000000000012C00000000000002A4000000000000012C000000000000029400000000000001AC000000000000029400000000000001AC00000000000002A4000000000000020C00000000000002A4000000000000020C00000000000002B4000000000000025C00000000000002B4000000000000025C00000000000002C4000000000000031C00000000000002C4000000000008031C00000000000002C4000000000008031C00000000000002E4000000000000031C00000000000002E4000000000000031C0000000000000304000000000008030C0000000000000304000000000008030C00000000000002F400000000000002AC00000000000002F400000000000002AC0000000000000304000000000000026C0000000000000304000000000000026C00000000000002F400000000000001EC00000000000002F400000000000001EC00000000000002E400000000000001AC00000000000002E400000000000001AC00000000000002F4000000000000018C00000000000002F4000000000000018C00000000000002E4000000000000000000000000000002E4000000000000000000000000000002D4000000000000008400000000000002D4000000000000008400000000000002E400000000000000C400000000000002E400000000000000C400000000000002D4000000000000018400000000000002D4000000000000018400000000000002E400000000000001A400000000000002E400000000000001A400000000000002D4000000000000021400000000000002D4000000000000021400000000000002C4000000000000023400000000000002C4000000000000023400000000000002B4000000000000026400000000000002B4000000000000026400000000000002A400000000000002D400000000000002A400000000000002D400000000000002B400000000000002E400000000000002B400000000000002E400000000000002A4000000000008032400000000000002A4000000000008032400000000000002B4000000000008034400000000000002B4000000000008034400000000000002C4000000000000035400000000000002C4000000000000035400000000000002D4000000000000036400000000000002D4000000000000036400000000000002E4000000000008036400000000000002E4000000000008036400000000000002D4000000000000037400000000000002D4000000000000037400000000000002C4000000000008038400000000000002C4000000000008038400000000000002B4000000000000039400000000000002B4000000000000039400000000000002A4000000000008039400000000000002A40000000000080394000000000000029400000000000003A4000000000000029400000000000003A4000000000000028400000000000803A4000000000000028400000000000803A4000000000000029400000000000803D4000000000000029400000000000803D400000000000002A400000000000803E400000000000002A400000000000803E4000000000000029400000000000804040000000000000294000000000008040400000000000002A400000000000C040400000000000002A400000000000C040400000000000002B4000000000000041400000000000002B4000000000000041400000000000002D4000000000008041400000000000002D4000000000008041400000000000002E4000000000004043400000000000002E40000000000040434000000000000030400000000000804340000000000000304000000000008043400000000000002E400000000000C043400000000000002E400000000000C043400000000000002D4000000000008043400000000000002D4000000000008043400000000000002C400000000000C043400000000000002C400000000000C043400000000000002D4000000000000044400000000000002D40000000000000444000000000000029400000000000404440000000000000294000000000004044400000000000002740000000000080444000000000000027400000000000804440000000000000264000000000008045400000000000002640000000000080454000000000000025400000000000C0454000000000000025400000000000C045400000000000002440000000000000464000000000000024400000000000004640000000000000234000000000004046400000000000002340000000000040464000000000000020400000000000804640000000000000204000000000008046400000000000001A4000000000004046400000000000001A40000000000040464000000000000018400000000000C0454000000000000018400000000000C045400000000000001A4000000000004045400000000000001A400000000000404540000000000000164000000000000045400000000000001640000000000000454000000000000014400000000000C0444000000000000014400000000000C044400000000000000C4000000000000045400000000000000C40000000000000454000000000000008400000000000404540000000000000084000000000004045400000000000000C4000000000008045400000000000000C40000000000080454000000000000010400000000000C0454000000000000010400000000000C04540000000000000124000000000004046400000000000001240000000000040464000000000000010400000000000804640000000000000104000000000008046400000000000000C400000000000C046400000000000000C400000000000C046400000000000000840000000000080474000000000000008400000000000804740000000000000044000000000000047400000000000000440000000000000474000000000000000400000000000C0464000000000000000400000000000C04640000000000000F83F0000000000404640000000000000F83F0000000000404640000000000000F03F0000000000004640000000000000F03F0000000000004640000000000000E03F0000000000C04540000000000000E03F0000000000C04540000000000000000000000000008045400000000000000000000000000040454000000000000000000000000000404540000000000000E03F0000000000C04440000000000000E03F0000000000C044400000000000000000000000000040454000000000000000000000000000404540000000000000E0BF0000000000404540000000000000F0BF0000000000004540000000000000F0BF0000000000804440000000000000F0BF0000000000804440000000000000F8BF0000000000004440000000000000F8BF000000000000444000000000000004C00000000000C0434000000000000004C00000000000C0434000000000000008C0000000000080434000000000000008C000000000008043400000000000000CC009000000000000000040424000000000000004400000000000404240000000000000124000000000000042400000000000001240000000000000424000000000000010400000000000C0414000000000000010400000000000C0414000000000000008400000000000004240000000000000084000000000000042400000000000000440000000000040424000000000000004400B000000000000000040444000000000000000000000000000404440000000000000E03F0000000000804440000000000000E03F0000000000804440000000000000F03F0000000000C04440000000000000F03F0000000000C04440000000000000F83F0000000000804440000000000000F83F00000000008044400000000000000040000000000000444000000000000000400000000000004440000000000000000000000000004044400000000000000000,BSh
1631,1631,32,0103000020E6100000010000000500000000000000008042400000000000000CC0000000000080424000000000000008C00000000000C0424000000000000008C00000000000C042400000000000000CC000000000008042400000000000000CC0,Cfb
1603,1603,35,0103000020E6100000010000000500000000000000000042400000000000000000000000000040424000000000000000000000000000404240000000000000E0BF0000000000004240000000000000E0BF00000000000042400000000000000000,Csb
13,13,61,0103000020E6100000010000000B0000000000000000C056C00000000000E0534000000000006057C00000000000E0534000000000006057C0000000000000544000000000004057C0000000000000544000000000004057C0000000000020544000000000002057C0000000000020544000000000002057C0000000000040544000000000000057C0000000000040544000000000000057C000000000002054400000000000C056C000000000002054400000000000C056C00000000000E05340,EF
14,14,61,0103000020E6100000010000000700000000000000000054C0000000000080534000000000002054C0000000000080534000000000002054C00000000000C053400000000000C053C00000000000C053400000000000C053C00000000000A0534000000000000054C00000000000A0534000000000000054C00000000000805340,EF
2105,2105,61,0103000020E6100000010000000B0000000000000000E063C000000000000054C000000000008064C000000000000054C000000000008064C00000000000E053C000000000009064C00000000000E053C000000000009064C00000000000C053C000000000008064C00000000000C053C000000000008064C00000000000A053C000000000002064C00000000000A053C000000000002064C00000000000C053C00000000000E063C00000000000C053C00000000000E063C000000000000054C0,EF
1638,1638,38,0103000020E610000001000000050000000000000000803C4000000000000008C00000000000003D4000000000000008C00000000000003D4000000000000010C00000000000803C4000000000000010C00000000000803C4000000000000008C0,Cwb
1639,1639,38,0103000020E610000001000000050000000000000000003E4000000000000010C00000000000803D4000000000000010C00000000000803D400000000000000CC00000000000003E400000000000000CC00000000000003E4000000000000010C0,Cwb
1643,1643,38,0103000020E610000001000000050000000000000000C0414000000000000012C0000000000080414000000000000012C0000000000080414000000000000010C00000000000C0414000000000000010C00000000000C0414000000000000012C0,Cwb
1645,1645,38,0103000020E610000001000000050000000000000000E053C000000000000014C000000000000054C000000000000014C000000000000054C000000000000012C00000000000E053C000000000000012C00000000000E053C000000000000014C0,Cwb
1646,1646,38,0103000020E61000000100000005000000000000000040424000000000000014C0000000000000424000000000000014C0000000000000424000000000000012C0000000000040424000000000000012C0000000000040424000000000000014C0,Cwb
17,17,62,0103000020E6100000010000000D0000000000000000805BC000000000004053400000000000405CC000000000004053400000000000405CC000000000006053400000000000C05CC000000000006053400000000000C05CC000000000008053400000000000605CC000000000008053400000000000605CC00000000000A053400000000000005CC00000000000A053400000000000005CC00000000000C053400000000000605BC00000000000C053400000000000605BC000000000006053400000000000805BC000000000006053400000000000805BC00000000000405340,ET
32,32,62,0103000020E6100000010000000700000000000000002062400000000000C0524000000000002062400000000000E0524000000000001062400000000000E05240000000000010624000000000000053400000000000306240000000000000534000000000003062400000000000C0524000000000002062400000000000C05240,ET
1692,1692,12,0103000020E610000001000000050000000000000000C05F4000000000000020C00000000000805F4000000000000020C00000000000805F400000000000001EC00000000000C05F400000000000001EC00000000000C05F4000000000000020C0,Am
1696,1696,12,0103000020E6100000010000000500000000000000008052C000000000000021C00000000000A052C000000000000021C00000000000A052C00000000000001EC000000000008052C00000000000001EC000000000008052C000000000000021C0,Am
1697,1697,12,0103000020E6100000010000000500000000000000008041C000000000000021C000000000008041C00000000000001CC000000000004041C00000000000001CC000000000004041C000000000000021C000000000008041C000000000000021C0,Am
2106,2106,61,0103000020E610000004000000230200000000000000C05FC000000000008052C00000000000C05FC00000000000A052C00000000000405FC00000000000A052C00000000000405FC000000000008052C00000000000C05FC000000000008052C00000000000C05FC000000000004052C00000000000005FC000000000004052C00000000000005FC000000000006052C00000000000C05EC000000000006052C00000000000C05EC000000000004052C00000000000405EC000000000004052C00000000000405EC000000000006052C00000000000A05DC000000000006052C00000000000A05DC000000000008052C00000000000405DC000000000008052C00000000000405DC000000000006052C00000000000005DC000000000006052C00000000000005DC000000000008052C00000000000C05CC000000000008052C00000000000C05CC000000000006052C00000000000605CC000000000006052C00000000000605CC000000000008052C00000000000405CC000000000008052C00000000000405CC00000000000A052C00000000000005CC00000000000A052C00000000000005CC000000000008052C00000000000405BC000000000008052C00000000000405BC00000000000A052C00000000000205BC00000000000A052C00000000000205BC000000000008052C00000000000C05AC000000000008052C00000000000C05AC00000000000A052C00000000000A05AC00000000000A052C00000000000A05AC00000000000C052C00000000000605AC00000000000C052C00000000000605AC00000000000A052C000000000008059C00000000000A052C000000000008059C000000000008052C00000000000C059C000000000008052C00000000000C059C000000000006052C00000000000405AC000000000006052C00000000000405AC000000000004052C00000000000005AC000000000004052C00000000000005AC000000000002052C00000000000C059C000000000002052C00000000000C059C000000000000052C00000000000A059C000000000000052C00000000000A059C00000000000E051C00000000000C058C00000000000E051C00000000000C058C00000000000C051C00000000000A058C00000000000C051C00000000000A058C00000000000E051C000000000000058C00000000000E051C000000000000058C000000000000052C000000000008057C000000000000052C000000000008057C000000000002052C000000000006057C000000000002052C000000000006057C000000000000052C000000000004057C000000000000052C000000000004057C000000000004052C000000000000057C000000000004052C000000000000057C000000000000052C00000000000A056C000000000000052C00000000000A056C000000000002052C000000000008056C000000000002052C000000000008056C000000000000052C000000000000056C000000000000052C000000000000056C000000000004052C00000000000C054C000000000004052C00000000000C054C000000000006052C000000000006054C000000000006052C000000000006054C000000000004052C00000000000C053C000000000004052C00000000000C053C000000000002052C000000000004053C000000000002052C000000000004053C000000000004052C000000000000053C000000000004052C000000000000053C000000000002052C00000000000A052C000000000002052C00000000000A052C000000000000052C000000000000053C000000000000052C000000000000053C00000000000A051C00000000000E052C00000000000A051C00000000000E052C000000000008051C000000000002053C000000000008051C000000000002053C000000000006051C00000000000A052C000000000006051C00000000000A052C000000000008051C000000000006052C000000000008051C000000000006052C00000000000C051C000000000004052C00000000000C051C000000000004052C00000000000A051C000000000000052C00000000000A051C000000000000052C000000000008051C000000000004052C000000000008051C000000000004052C000000000004051C000000000000052C000000000004051C000000000000052C000000000002051C000000000008051C000000000002051C000000000008051C000000000004051C000000000006051C000000000004051C000000000006051C000000000006051C000000000004051C000000000006051C000000000004051C000000000004051C00000000000E050C000000000004051C00000000000E050C000000000000051C000000000006051C000000000000051C000000000006051C00000000000C050C000000000004051C00000000000C050C000000000004051C00000000000A050C000000000000051C00000000000A050C000000000000051C000000000008050C00000000000A050C000000000008050C00000000000A050C00000000000A050C000000000008050C00000000000A050C000000000008050C000000000008050C00000000000A050C000000000008050C00000000000A050C000000000006050C000000000008050C000000000006050C000000000008050C000000000004050C000000000006050C000000000004050C000000000006050C000000000006050C000000000002050C000000000006050C000000000002050C000000000002050C000000000000050C000000000002050C000000000000050C000000000000050C00000000000004FC000000000000050C00000000000004FC00000000000C04FC00000000000404FC00000000000C04FC00000000000404FC00000000000804FC00000000000C04EC00000000000804FC00000000000C04EC00000000000C04FC00000000000804DC00000000000C04FC00000000000804DC00000000000804FC00000000000404CC00000000000804FC00000000000404CC00000000000404FC00000000000004CC00000000000404FC00000000000004CC00000000000804FC00000000000804BC00000000000804FC00000000000804BC00000000000C04FC00000000000C04BC00000000000C04FC00000000000C04BC000000000000050C00000000000404CC000000000000050C00000000000404CC000000000002050C00000000000C04DC000000000002050C00000000000C04DC000000000006050C00000000000004EC000000000006050C00000000000004EC000000000004050C00000000000404EC000000000004050C00000000000404EC000000000006050C00000000000804EC000000000006050C00000000000804EC000000000008050C00000000000404EC000000000008050C00000000000404EC00000000000A050C00000000000404FC00000000000A050C00000000000404FC00000000000C050C00000000000804FC00000000000C050C00000000000804FC00000000000A050C00000000000C04FC00000000000A050C00000000000C04FC00000000000C050C000000000002050C00000000000C050C000000000002050C000000000002051C000000000000050C000000000002051C000000000000050C000000000000051C00000000000404FC000000000000051C00000000000404FC000000000002051C00000000000804FC000000000002051C00000000000804FC000000000004051C00000000000C04EC000000000004051C00000000000C04EC000000000006051C00000000000804EC000000000006051C00000000000804EC000000000008051C00000000000404EC000000000008051C00000000000404EC00000000000A051C00000000000004EC00000000000A051C00000000000004EC00000000000E051C00000000000404EC00000000000E051C00000000000404EC000000000000052C00000000000004EC000000000000052C00000000000004EC000000000002052C00000000000C04DC000000000002052C00000000000C04DC000000000004052C00000000000004EC000000000004052C00000000000004EC000000000006052C00000000000404EC000000000006052C00000000000404EC00000000000C052C00000000000404FC00000000000C052C00000000000404FC00000000000E052C00000000000804FC00000000000E052C00000000000804FC000000000000053C00000000000C050C000000000000053C00000000000C050C000000000002053C00000000000E050C000000000002053C00000000000E050C000000000008053C000000000004050C000000000008053C000000000004050C00000000000C053C000000000000051C00000000000C053C000000000000051C00000000000E053C00000000000C051C00000000000E053C00000000000C051C00000000000C053C00000000000A051C00000000000C053C00000000000A051C00000000000A053C000000000000052C00000000000A053C000000000000052C000000000008053C00000000000E052C000000000008053C00000000000E052C000000000006053C000000000000053C000000000006053C000000000000053C000000000004053C000000000002053C000000000004053C000000000002053C000000000006053C000000000000053C000000000006053C000000000000053C000000000008053C00000000000E052C000000000008053C00000000000E052C00000000000A053C000000000000054C00000000000A053C000000000000054C000000000008053C000000000004054C000000000008053C000000000004054C00000000000A053C000000000000054C00000000000A053C000000000000054C00000000000C053C00000000000A053C00000000000C053C00000000000A053C00000000000E053C000000000006053C00000000000E053C000000000006053C000000000000054C00000000000C052C000000000000054C00000000000C052C000000000002054C000000000000051C000000000002054C000000000000051C000000000000054C00000000000004EC000000000000054C00000000000004EC00000000000E053C00000000000C04DC00000000000E053C00000000000C04DC00000000000C053C00000000000004BC00000000000C053C00000000000004BC00000000000A053C00000000000C04AC00000000000A053C00000000000C04AC000000000008053C000000000000049C000000000008053C000000000000049C000000000006053C000000000000047C000000000006053C000000000000047C000000000008053C000000000004046C000000000008053C000000000004046C00000000000A053C000000000000046C00000000000A053C000000000000046C00000000000C053C000000000008045C00000000000C053C000000000008045C000000000000054C000000000000046C000000000000054C000000000000046C000000000004054C00000000000804AC000000000004054C00000000000804AC000000000002054C00000000000004DC000000000002054C00000000000004DC000000000004054C00000000000804EC000000000004054C00000000000804EC000000000006054C00000000000C051C000000000006054C00000000000C051C000000000008054C00000000000804AC000000000008054C00000000000804AC000000000006054C000000000000046C000000000006054C000000000000046C000000000004054C000000000008043C000000000004054C000000000008043C000000000002054C000000000008042C000000000002054C000000000008042C000000000000054C00000000000003FC000000000000054C00000000000003FC00000000000E053C000000000008041C00000000000E053C000000000008041C00000000000C053C000000000004042C00000000000C053C000000000004042C000000000008053C000000000000042C000000000008053C000000000000042C000000000006053C000000000004041C000000000006053C000000000004041C000000000004053C00000000000803EC000000000004053C00000000000803EC000000000002053C00000000000803DC000000000002053C00000000000803DC000000000000053C00000000000003AC000000000000053C00000000000003AC00000000000E052C000000000008038C00000000000E052C000000000008038C00000000000C052C000000000008037C00000000000C052C000000000008037C00000000000A052C000000000000037C00000000000A052C000000000000037C000000000008052C000000000000034C000000000008052C000000000000034C000000000006052C000000000000033C000000000006052C000000000000033C000000000004052C000000000000030C000000000004052C000000000000030C000000000002052C000000000000029C000000000002052C000000000000029C00000000000C051C000000000000025C00000000000C051C000000000000025C00000000000A051C000000000000022C00000000000A051C000000000000022C00000000000C051C000000000000020C00000000000C051C000000000000020C00000000000A051C00000000000001AC00000000000A051C00000000000001AC000000000008051C000000000000016C000000000008051C000000000000016C00000000000C051C000000000000010C00000000000C051C000000000000010C000000000008051C000000000000004C000000000008051C000000000000004C00000000000A051C000000000000000C00000000000A051C000000000000000C00000000000C051C000000000000000400000000000C051C000000000000000400000000000A051C0000000000000F03F0000000000A051C0000000000000F03F00000000008051C0000000000000004000000000008051C0000000000000004000000000006051C0000000000000084000000000006051C0000000000000084000000000008051C00000000000003C4000000000008051C00000000000003C4000000000006051C00000000000C0404000000000006051C00000000000C0404000000000004051C0000000000080404000000000004051C0000000000080404000000000002051C0000000000080414000000000002051C0000000000080414000000000004051C0000000000080424000000000004051C0000000000080424000000000006051C00000000000C0434000000000006051C00000000000C0434000000000002051C0000000000080444000000000002051C0000000000080444000000000000051C0000000000000464000000000000051C000000000000046400000000000E050C000000000000047400000000000E050C000000000000047400000000000C050C000000000000048400000000000C050C000000000000048400000000000A050C00000000000C048400000000000A050C00000000000C048400000000000C050C000000000000049400000000000C050C0000000000000494000000000008050C00000000000C0494000000000008050C00000000000C0494000000000006050C00000000000C04B4000000000006050C00000000000C04B4000000000008050C00000000000C04C4000000000008050C00000000000C04C400000000000C050C00000000000C04E400000000000C050C00000000000C04E400000000000E050C000000000008051400000000000E050C0000000000080514000000000006051C0000000000040514000000000006051C000000000004051400000000000A051C000000000008051400000000000A051C000000000008051400000000000C051C000000000000052400000000000C051C000000000000052400000000000A051C00000000000C051400000000000A051C00000000000C0514000000000008051C0000000000040524000000000008051C0000000000040524000000000006051C0000000000000534000000000006051C0000000000000534000000000004051C0000000000060534000000000004051C0000000000060534000000000002051C0000000000080534000000000002051C0000000000080534000000000000051C00000000000E0534000000000000051C00000000000E053400000000000E050C00000000000C054400000000000E050C00000000000C054400000000000C050C000000000004055400000000000C050C000000000004055400000000000A050C00000000000E056400000000000A050C00000000000E0564000000000008050C0000000000000574000000000008050C000000000000057400000000000A050C000000000000058400000000000A050C0000000000000584000000000008050C0000000000060584000000000008050C000000000006058400000000000A050C000000000008058400000000000A050C0000000000080584000000000008050C0000000000060594000000000008050C0000000000060594000000000006050C00000000000005A4000000000006050C00000000000005A4000000000008050C00000000000E05A4000000000008050C00000000000E05A400000000000A050C00000000000A05B400000000000A050C00000000000A05B4000000000008050C00000000000C05B4000000000008050C00000000000C05B4000000000006050C00000000000805C4000000000006050C00000000000805C4000000000008050C00000000000205D4000000000008050C00000000000205D400000000000A050C00000000000405F400000000000A050C00000000000405F4000000000008050C00000000000C05F4000000000008050C00000000000C05F400000000000A050C000000000000060400000000000A050C000000000000060400000000000C050C000000000001060400000000000C050C000000000001060400000000000A050C000000000002060400000000000A050C000000000002060400000000000C050C000000000003060400000000000C050C0000000000030604000000000008050C0000000000040614000000000008050C000000000004061400000000000A050C000000000000062400000000000A050C000000000000062400000000000C050C000000000004062400000000000C050C000000000004062400000000000E050C000000000006062400000000000E050C0000000000060624000000000000051C0000000000080624000000000000051C0000000000080624000000000002051C00000000000A0624000000000002051C00000000000A0624000000000000051C00000000000F0624000000000000051C00000000000F0624000000000002051C0000000000000634000000000002051C0000000000000634000000000000051C0000000000040634000000000000051C0000000000040634000000000002051C0000000000080634000000000002051C0000000000080634000000000004051C0000000000000644000000000004051C0000000000000644000000000006051C0000000000020644000000000006051C0000000000020644000000000008051C00000000000E0644000000000008051C00000000000E064400000000000A051C000000000000065400000000000A051C000000000000065400000000000C051C000000000006065400000000000C051C0000000000060654000000000000052C0000000000040654000000000000052C0000000000040654000000000002052C0000000000060654000000000002052C0000000000060654000000000004052C0000000000040654000000000004052C0000000000040654000000000008052C00000000000D0644000000000008052C00000000000D064400000000000A052C00000000000C064400000000000A052C00000000000C064400000000000C052C00000000000A064400000000000C052C00000000000A0644000000000000053C0000000000060644000000000000053C0000000000060644000000000004053C0000000000080644000000000004053C0000000000080644000000000006053C00000000000A0644000000000006053C00000000000A0644000000000008053C00000000000C0644000000000008053C00000000000C0644000000000004053C00000000000D0644000000000004053C00000000000D0644000000000002053C00000000000E0644000000000002053C00000000000E0644000000000004053C0000000000030654000000000004053C0000000000030654000000000008053C0000000000000654000000000008053C000000000000065400000000000A053C00000000000F064400000000000A053C00000000000F064400000000000C053C000000000006064400000000000C053C000000000006064400000000000E053C000000000002064400000000000E053C0000000000020644000000000004054C0000000000060644000000000004054C0000000000060644000000000006054C0000000000080644000000000006054C0000000000080644000000000008054C00000000000C0644000000000008054C00000000000C064400000000000A054C000000000000065400000000000A054C000000000000065400000000000C054C000000000008065400000000000C054C000000000008065400000000000E054C000000000002066400000000000E054C0000000000020664000000000000055C0000000000080664000000000000055C0000000000080664000000000008056C000000000008066C000000000008056C000000000008066C000000000000055C000000000000065C000000000000055C000000000000065C000000000002055C00000000000A064C000000000002055C00000000000A064C000000000004055C000000000000063C000000000004055C000000000000063C000000000002055C000000000002063C000000000002055C000000000002063C00000000000E054C000000000004063C00000000000E054C000000000004063C000000000008054C000000000006063C000000000008054C000000000006063C000000000004054C00000000000E062C000000000004054C00000000000E062C000000000002054C000000000000063C000000000002054C000000000000063C000000000000054C000000000004063C000000000000054C000000000004063C00000000000E053C000000000008063C00000000000E053C000000000008063C00000000000C053C00000000000C063C00000000000C053C00000000000C063C00000000000A053C00000000000E063C00000000000A053C00000000000E063C000000000008053C00000000000D063C000000000008053C00000000000D063C000000000006053C00000000000C063C000000000006053C00000000000C063C000000000004053C00000000000E062C000000000004053C00000000000E062C000000000002053C00000000000C062C000000000002053C00000000000C062C000000000000053C000000000006062C000000000000053C000000000006062C00000000000E052C000000000004062C00000000000E052C000000000004062C00000000000C052C000000000002062C00000000000C052C000000000002062C00000000000E052C000000000000062C00000000000E052C000000000000062C00000000000C052C00000000000A061C00000000000C052C00000000000A061C00000000000A052C000000000008061C00000000000A052C000000000008061C00000000000C052C000000000003061C00000000000C052C000000000003061C00000000000A052C000000000002061C00000000000A052C000000000002061C000000000008052C00000000000C060C000000000008052C00000000000C060C00000000000A052C00000000000A060C00000000000A052C00000000000A060C000000000008052C000000000005060C000000000008052C000000000005060C00000000000A052C000000000000060C00000000000A052C000000000000060C000000000008052C00000000000C05FC000000000008052C0050000000000000000E050C000000000002052C00000000000E050C000000000000052C000000000000051C000000000000052C000000000000051C000000000002052C00000000000E050C000000000002052C00500000000000000004052C000000000004052C000000000004052C000000000002052C000000000008052C000000000002052C000000000008052C000000000004052C000000000004052C000000000004052C00500000000000000002059C000000000004052C000000000002059C000000000002052C000000000008059C000000000002052C000000000008059C000000000004052C000000000002059C000000000004052C0,EF
